"Año","sistema","tiempo de operación en minutos","minutos de falla","tiempo entre falla y falla","humedad del equipo","correctivos realizados","temperatura","Vibración","cantidad de elementos"
"2023","AGENTE LIMPIO","18210536","0","0","50","31","0","0","0"
"2024","ACS","63939864","0","0","0","11","0","0","0"
"2025","SCADA MEP","83069128","0","0","0","38","0","0","3"
"2023","SCADA ELECTRICO","219778256","0","0","0","34","0","0","0"
"2022","BMS","208327232","0","0","6","32","0","0","0"
"2024","SCADA MEP","59300640","0","0","0","12","0","0","0"
"2025","SCADA ELECTRICO","182832080","0","0","0","5","0","0","0"
"2023","BMS","85228568","0","0","0","90","0","0","0"
"2022","SCADA MEP","170484528","0","0","0","7","0","0","120"
"2024","SCADA ELECTRICO","41008776","0","56","0","12","0","0","0"
"2025","DACI","195612904","0","0","0","4","0","0","4"
"2023","FASI","180340504","0","0","0","9","0","0","2"
"2024","ABCS","112572704","0","0","0","12","0","0","0"
"2025","BALANZAS","175108872","0","0","0","13","0","0","1"
"2023","SEMAFOROS","237850720","6344","0","7","10","0","0","0"
"2022","PAS","168150848","0","0","0","7","0","0","0"
"2024","FIDS","139414264","0","0","0","7","0","0","2"
"2025","PIDS","239179456","0","0","0","14","0","0","0"
"2023","FIBROLASER","73383352","0","0","0","11","0","0","0"
"2022","AGENTE LIMPIO","224622392","0","0","0","8","0","0","0"
"2024","ACS","159140680","0","0","0","8","0","0","0"
"2025","SCADA MEP","243713608","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","94330424","0","0","1","6","0","0","3"
"2024","BMS","23648432","0","0","6","6","0","0","0"
"2025","SCADA MEP","66123320","0","0","0","7","0","0","4"
"2023","SCADA ELECTRICO","90696080","0","2","0","12","0","0","41"
"2022","DACI","124493472","7504","0","0","13","0","0","0"
"2024","FASI","191675496","0","0","0","6","0","0","0"
"2025","ABCS","235640568","0","0","0","8","0","0","0"
"2023","BALANZAS","94037640","0","34","0","6","0","0","8"
"2022","SEMAFOROS","177239416","0","0","0","12","0","0","0"
"2024","PAS","199432984","0","0","0","7","0","0","0"
"2025","FIDS","193863312","0","0","0","11","0","0","0"
"2023","PIDS","123214552","0","0","0","6","0","0","0"
"2024","FIBROLASER","68916632","0","0","0","11","0","0","0"
"2025","AGENTE LIMPIO","20423176","0","0","0","6","0","0","0"
"2023","ACS","95201968","0","0","0","6","0","0","1"
"2022","SCADA MEP","65689456","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","50140736","4488","0","16","11","0","0","0"
"2025","BMS","170071296","0","0","0","13","0","0","0"
"2023","SCADA MEP","20851088","0","0","0","13","0","0","0"
"2022","SCADA ELECTRICO","104065016","0","0","0","11","0","0","0"
"2024","BMS","162728480","0","0","0","12","0","0","0"
"2025","SCADA MEP","52931328","0","0","0","6","0","0","0"
"2023","SCADA ELECTRICO","110456488","0","0","0","9","0","0","0"
"2024","DACI","23166728","0","0","0","11","0","0","0"
"2025","FASI","157518960","0","0","0","11","0","0","0"
"2023","ABCS","181960352","0","0","0","7","0","0","0"
"2022","BALANZAS","84571808","0","0","0","13","0","0","0"
"2024","SEMAFOROS","51143896","0","0","0","12","0","0","0"
"2025","PAS","176318176","0","0","0","7","0","0","0"
"2023","FIDS","196029088","0","0","0","7","0","0","0"
"2022","PIDS","130233096","0","0","0","23","0","0","0"
"2024","FIBROLASER","15001824","0","0","0","12","0","0","0"
"2025","AGENTE LIMPIO","38093336","0","0","0","8","0","0","0"
"2023","ACS","91494008","0","0","0","7","0","0","1"
"2024","SCADA MEP","141621576","0","0","0","8","0","0","3"
"2025","SCADA ELECTRICO","17465752","0","0","0","8","0","0","248"
"2023","BMS","75161120","0","0","0","9","0","0","0"
"2022","SCADA MEP","176324776","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","32788768","0","0","0","8","0","0","0"
"2025","DACI","233166104","0","0","0","8","0","0","0"
"2023","FASI","15822080","0","0","0","14","0","0","0"
"2022","ABCS","59738248","0","0","0","9","0","0","1"
"2024","BALANZAS","149728344","0","0","0","10","0","0","0"
"2025","SEMAFOROS","78737376","0","0","0","8","0","0","0"
"2023","PAS","3599304","0","0","0","12","0","0","0"
"2024","FIDS","69735336","0","0","0","9","0","0","0"
"2025","PIDS","200917416","0","0","0","9","0","0","0"
"2023","FIBROLASER","157983472","0","9","214","3","0","0","1"
"2022","AGENTE LIMPIO","183489216","0","0","0","16","0","0","0"
"2024","ACS","52787024","0","0","6","10","0","0","0"
"2025","SCADA MEP","233581120","0","0","0","8","0","0","1"
"2023","SCADA ELECTRICO","23979864","0","0","0","8","0","0","0"
"2022","BMS","121217224","8","0","0","10","0","0","0"
"2024","SCADA MEP","242050576","0","0","0","6","0","0","0"
"2025","SCADA ELECTRICO","45425240","0","21","0","20","0","0","33"
"2023","BMS","150137224","0","0","0","23","0","0","0"
"2024","SCADA MEP","199860152","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","161594520","0","0","0","14","0","0","0"
"2023","DACI","118615336","0","0","0","14","0","0","0"
"2022","FASI","48176648","0","0","0","9","0","0","0"
"2024","ABCS","220330632","832","0","0","12","0","0","0"
"2025","BALANZAS","42848656","0","0","0","10","0","0","0"
"2023","SEMAFOROS","73114672","0","0","0","9","0","0","0"
"2022","PAS","208184296","0","0","0","8","0","0","0"
"2024","FIDS","37189992","0","0","0","11","0","0","1"
"2025","PIDS","36488696","0","0","0","10","0","0","0"
"2023","FIDS","50818520","0","0","0","11","0","0","0"
"2024","PIDS","153760296","0","0","0","10","0","0","4"
"2025","FIBROLASER","226759176","46280","0","0","12","0","0","0"
"2023","AGENTE LIMPIO","125764928","0","0","0","9","0","0","0"
"2022","ACS","162169112","2000","0","0","24","0","0","0"
"2024","SCADA MEP","145724312","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","24500360","0","0","0","12","0","0","0"
"2023","BMS","16503064","16","0","0","23","0","0","0"
"2022","SCADA MEP","130757912","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","135989344","0","0","0","12","0","0","0"
"2025","BMS","200425416","0","0","0","11","0","0","0"
"2023","SCADA MEP","234914200","0","0","0","10","0","0","0"
"2024","SCADA ELECTRICO","102731112","0","0","0","9","0","0","1"
"2025","DACI","211959904","0","0","0","7","0","0","0"
"2023","FASI","175813632","0","61","0","13","0","0","0"
"2022","ABCS","107402864","40","0","12","8","0","0","0"
"2024","BALANZAS","170947440","0","0","0","13","0","0","0"
"2025","SEMAFOROS","165792392","0","0","0","10","0","0","0"
"2023","PAS","186711488","96","0","0","9","0","0","0"
"2022","FIDS","237352312","24","0","0","11","0","0","0"
"2024","PIDS","128763800","0","0","0","8","0","0","1"
"2025","FIBROLASER","158215760","0","0","0","9","0","0","0"
"2023","AGENTE LIMPIO","228507016","0","0","0","9","0","0","0"
"2024","ACS","115298872","0","0","0","14","0","0","0"
"2025","SCADA MEP","8318376","0","2","0","12","0","0","5"
"2023","SCADA ELECTRICO","149651008","0","0","0","16","0","0","0"
"2022","BMS","215163408","0","0","0","12","0","0","0"
"2024","SCADA MEP","145287480","0","0","0","13","0","0","5"
"2025","SCADA ELECTRICO","121867536","0","1","0","11","0","0","2"
"2023","DACI","235417544","0","0","0","10","0","0","0"
"2022","FASI","203545008","0","0","0","7","0","0","0"
"2024","ABCS","177790760","8","0","8","10","0","0","0"
"2025","BALANZAS","212458944","0","0","0","13","0","0","0"
"2023","SEMAFOROS","195838872","0","0","0","8","0","0","0"
"2024","PAS","239905576","40","0","0","9","0","0","0"
"2025","FIDS","23981080","8","0","0","10","0","0","0"
"2023","PIDS","181791704","792","0","2","8","8","8","0"
"2022","FIBROLASER","73117232","0","34","0","20","0","0","205"
"2024","AGENTE LIMPIO","111782136","0","0","0","9","0","0","0"
"2025","ACS","6510496","0","0","0","12","0","0","0"
"2023","SCADA MEP","55488360","0","7","0","8","0","0","0"
"2022","SCADA ELECTRICO","26344368","0","0","0","13","0","0","0"
"2024","BMS","176832408","0","0","0","13","0","0","0"
"2025","SCADA MEP","117316544","0","0","0","11","0","0","0"
"2023","SCADA ELECTRICO","198461168","0","0","0","9","0","0","0"
"2024","BMS","220395880","0","0","0","9","0","0","0"
"2025","SCADA MEP","175342560","0","0","0","16","0","0","1"
"2023","SCADA ELECTRICO","94368528","104","0","0","12","0","0","0"
"2022","DACI","146005696","0","0","112","17","0","0","0"
"2024","FASI","141971304","0","0","0","11","0","0","0"
"2025","ABCS","18634040","0","0","0","9","0","0","0"
"2023","BALANZAS","87050016","0","0","0","9","0","0","0"
"2022","SEMAFOROS","170496144","0","0","0","9","0","0","0"
"2024","PAS","194749960","0","0","0","8","0","0","0"
"2025","FIDS","149305792","0","0","0","11","0","0","0"
"2023","PIDS","3497080","0","0","0","12","0","0","0"
"2024","FIBROLASER","39424696","0","0","0","12","0","0","0"
"2025","AGENTE LIMPIO","210745296","0","0","0","10","0","0","0"
"2023","ACS","62482096","0","0","0","13","0","0","0"
"2022","SCADA MEP","4340768","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","177043080","0","0","0","11","0","0","0"
"2025","BMS","238696576","0","0","0","10","0","0","0"
"2023","SCADA MEP","175577768","0","0","0","9","0","0","0"
"2022","SCADA ELECTRICO","40166992","0","0","0","13","0","0","0"
"2024","DACI","238041032","0","0","0","10","0","0","0"
"2025","FASI","143373664","0","0","0","24","0","0","0"
"2023","ABCS","120954736","0","0","0","11","0","0","0"
"2024","BALANZAS","206049904","0","0","0","11","0","0","4"
"2025","SEMAFOROS","117747560","0","0","0","11","0","0","0"
"2023","PAS","50624144","0","0","0","4","0","0","0"
"2022","FIDS","143536168","0","0","0","10","0","0","0"
"2024","PIDS","171263056","0","18","0","9","0","0","4"
"2025","FIBROLASER","170367096","0","0","0","8","0","0","0"
"2023","AGENTE LIMPIO","89574440","0","0","0","25","0","0","0"
"2022","ACS","57256904","0","0","0","13","0","0","0"
"2024","SCADA MEP","220511128","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","123102840","0","0","0","5","0","0","0"
"2023","BMS","207482264","0","0","0","6","0","0","0"
"2024","SCADA MEP","130154296","0","0","0","6","0","0","0"
"2025","SCADA ELECTRICO","46813984","0","0","0","6","0","0","0"
"2023","BMS","216077584","0","0","0","6","0","0","0"
"2022","SCADA MEP","128142880","0","0","0","37","0","0","0"
"2024","SCADA ELECTRICO","25195040","0","0","0","7","0","0","18"
"2025","DACI","122208808","0","0","0","5","0","0","0"
"2023","FASI","135941104","0","0","0","5","0","0","0"
"2022","ABCS","226489528","0","0","0","13","0","0","0"
"2024","BALANZAS","117358048","0","0","6","8","0","0","0"
"2025","SEMAFOROS","114427216","0","0","0","4","0","0","0"
"2023","PAS","189489808","0","70","0","10","0","0","1165"
"2024","FIDS","78494704","0","0","0","8","0","0","0"
"2025","PIDS","202746776","992","0","0","5","0","0","0"
"2023","FIDS","121971888","0","0","0","10","0","0","0"
"2022","PIDS","106995424","0","0","0","10","0","0","13"
"2024","FIBROLASER","207962568","0","0","0","36","0","0","0"
"2025","AGENTE LIMPIO","235750296","0","0","0","5","0","0","18"
"2023","ACS","135689144","2024","0","0","6","0","0","0"
"2022","SCADA MEP","205986408","0","0","0","39","0","0","0"
"2024","SCADA ELECTRICO","180574200","0","0","0","7","0","0","0"
"2025","BMS","199580600","0","0","0","8","0","0","0"
"2023","SCADA MEP","57048368","0","0","0","7","0","0","0"
"2024","SCADA ELECTRICO","172358224","0","0","0","9","0","0","0"
"2025","BMS","14506712","0","0","0","7","0","0","0"
"2023","SCADA MEP","100954792","0","0","0","12","0","0","0"
"2022","SCADA ELECTRICO","177997456","0","0","0","66","0","0","0"
"2024","DACI","43339808","0","2","0","94","0","0","0"
"2025","FASI","86318864","0","0","0","6","0","0","0"
"2023","ABCS","171321984","0","0","0","11","0","0","0"
"2022","BALANZAS","156397184","0","0","0","60","0","0","0"
"2024","SEMAFOROS","206816136","0","0","0","60","0","0","0"
"2025","PAS","189258552","0","0","0","63","0","0","0"
"2023","FIDS","170849600","0","0","0","11","0","0","1"
"2024","PIDS","214115968","0","0","0","7","0","0","0"
"2025","FIBROLASER","139277896","0","0","0","6","0","0","0"
"2023","AGENTE LIMPIO","154931080","0","0","0","9","0","0","0"
"2022","ACS","100925688","0","0","0","11","0","0","0"
"2024","SCADA MEP","83552128","0","0","0","5","0","0","0"
"2025","SCADA ELECTRICO","155815200","0","0","0","11","0","0","0"
"2023","BMS","179416520","0","0","0","11","0","0","0"
"2022","SCADA MEP","209672536","0","0","0","10","0","0","0"
"2024","SCADA ELECTRICO","177848976","0","0","0","11","0","0","0"
"2025","DACI","43035024","0","0","0","8","0","0","10"
"2023","FASI","186847864","0","0","0","7","0","0","1"
"2024","ABCS","67144672","0","0","0","58","0","0","2"
"2025","BALANZAS","93615344","0","1","0","78","0","0","104"
"2023","SEMAFOROS","48940928","0","0","0","10","0","0","1"
"2022","PAS","233487056","0","0","0","9","0","0","0"
"2024","FIDS","226001288","0","0","0","10","0","0","0"
"2025","PIDS","16467104","0","0","0","8","0","0","2"
"2023","FIBROLASER","95722960","0","0","0","11","0","0","0"
"2022","AGENTE LIMPIO","172280528","0","0","0","10","0","0","0"
"2024","ACS","44203328","0","0","0","7","0","0","0"
"2025","SCADA MEP","75127784","0","0","0","12","0","0","5"
"2023","SCADA ELECTRICO","28148848","0","0","0","12","0","0","0"
"2024","BMS","231455064","0","318","0","6","0","0","18"
"2025","SCADA MEP","148814128","0","0","0","7","0","0","0"
"2023","SCADA ELECTRICO","144706072","0","0","0","7","0","0","0"
"2022","BMS","155167616","0","0","0","7","0","0","0"
"2024","SCADA MEP","45399216","0","0","0","6","0","0","0"
"2025","SCADA ELECTRICO","214543176","0","0","0","10","0","0","0"
"2023","DACI","106601720","0","0","0","7","0","0","1"
"2022","FASI","91981208","0","0","0","10","0","0","0"
"2024","ABCS","231611536","0","0","6","57","0","0","1"
"2025","BALANZAS","240135512","0","0","0","11","0","0","0"
"2023","SEMAFOROS","76579648","0","0","0","10","0","0","3"
"2024","PAS","79127192","0","0","0","8","0","0","0"
"2025","FIDS","234097176","0","0","0","57","0","0","0"
"2023","PIDS","74245304","0","0","0","16","0","0","0"
"2022","FIBROLASER","56295736","0","0","1","7","0","0","0"
"2024","AGENTE LIMPIO","8016256","0","0","0","13","0","0","0"
"2025","ACS","111865224","0","0","0","9","0","0","0"
"2023","SCADA MEP","167217096","0","0","0","11","0","0","3"
"2022","SCADA ELECTRICO","155126960","0","0","0","12","0","0","0"
"2024","BMS","99067136","0","0","0","13","0","0","0"
"2025","SCADA MEP","102467640","0","0","0","10","0","0","0"
"2023","SCADA ELECTRICO","121729368","0","0","0","10","0","0","0"
"2024","DACI","219083024","0","3","0","37","0","0","3"
"2025","FASI","131496528","0","0","0","68","0","0","0"
"2023","ABCS","174824968","0","0","0","9","0","0","0"
"2022","BALANZAS","194076232","1096","0","0","7","0","0","2"
"2024","SEMAFOROS","133441856","0","0","0","37","0","0","1"
"2025","PAS","182420888","0","0","4","9","0","0","0"
"2023","FIDS","87020856","0","0","0","32","0","0","0"
"2022","PIDS","107704192","0","0","0","32","0","0","0"
"2024","FIBROLASER","134225936","0","0","0","12","0","0","1"
"2025","AGENTE LIMPIO","7044904","0","1","0","8","0","0","0"
"2023","ACS","5006024","0","0","0","12","0","0","0"
"2024","SCADA MEP","178557128","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","16885968","0","0","0","14","0","0","0"
"2023","BMS","83340016","0","0","0","10","0","0","0"
"2022","SCADA MEP","135816992","0","0","0","10","0","0","0"
"2024","SCADA ELECTRICO","224638888","0","0","0","8","0","0","0"
"2025","BMS","222716800","0","0","0","64","0","0","0"
"2023","SCADA MEP","197624496","0","0","0","12","0","0","0"
"2022","SCADA ELECTRICO","100607576","0","0","6","10","0","0","0"
"2024","DACI","15467688","0","15","0","95","0","0","155"
"2025","FASI","146688224","0","0","0","89","0","0","0"
"2023","ABCS","93817400","0","0","0","15","0","0","0"
"2024","BALANZAS","218932192","0","0","0","5","0","0","0"
"2025","SEMAFOROS","31707944","0","0","0","8","0","0","10"
"2023","PAS","2001888","0","0","0","10","0","0","0"
"2022","FIDS","228620336","0","0","0","8","0","0","1"
"2024","PIDS","172764408","0","0","0","6","0","0","0"
"2025","FIDS","214599840","0","0","0","8","0","0","0"
"2023","PIDS","105674144","0","0","3","7","0","0","0"
"2022","FIBROLASER","198257680","2464","0","0","24","0","0","0"
"2024","AGENTE LIMPIO","86407296","0","0","0","8","0","0","0"
"2025","ACS","231214232","0","0","0","8","0","0","0"
"2023","SCADA MEP","103129400","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","130948480","0","0","0","8","0","0","0"
"2025","BMS","163719328","0","0","0","8","0","0","0"
"2023","SCADA MEP","34070728","0","0","0","8","0","0","0"
"2022","SCADA ELECTRICO","180714448","0","0","34","8","0","0","0"
"2024","BMS","82323520","0","0","0","9","0","0","8"
"2025","SCADA MEP","78841240","0","1","0","3","0","0","1"
"2023","SCADA ELECTRICO","118292832","0","1","0","5","0","0","8"
"2022","DACI","55785448","0","1","10","3","0","0","0"
"2024","FASI","99767040","0","0","0","8","0","0","0"
"2025","ABCS","13864840","0","0","0","8","0","0","0"
"2023","BALANZAS","134012464","0","0","0","8","0","0","0"
"2024","SEMAFOROS","161544520","0","0","0","14","0","0","5"
"2025","PAS","224305280","0","0","0","15","0","0","0"
"2023","FIDS","32498512","24","0","0","9","0","0","0"
"2022","PIDS","38421488","0","0","0","11","0","0","0"
"2024","FIBROLASER","229025168","0","0","0","7","0","0","0"
"2025","AGENTE LIMPIO","37842912","0","0","0","7","0","0","0"
"2023","ACS","39526896","0","0","0","7","0","0","0"
"2022","SCADA MEP","120216192","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","60704664","0","0","1","21","0","0","0"
"2025","BMS","239517920","112","0","0","12","0","0","0"
"2023","SCADA MEP","225865176","0","0","0","11","0","0","1"
"2024","SCADA ELECTRICO","193332288","0","0","0","14","0","0","0"
"2025","DACI","105453424","0","0","0","8","0","0","3"
"2023","FASI","21289384","0","0","0","5","0","0","0"
"2022","ABCS","172230000","0","0","0","7","0","0","0"
"2024","BALANZAS","85397536","0","0","0","6","0","0","12"
"2025","SEMAFOROS","51741576","1584","1","0","4","0","0","0"
"2023","PAS","109220248","0","0","0","5","0","0","0"
"2022","FIDS","222763240","0","0","0","6","0","0","0"
"2024","PIDS","138951512","0","1","0","1","0","0","0"
"2025","FIBROLASER","16738960","0","1","0","1","0","0","0"
"2023","AGENTE LIMPIO","134471760","0","0","0","5","0","0","0"
"2024","ACS","83214688","0","0","0","12","0","0","0"
"2025","SCADA MEP","199795832","0","0","0","17","0","0","3"
"2023","SCADA ELECTRICO","216674584","0","0","0","8","0","0","0"
"2022","BMS","237886952","0","1","0","15","0","0","0"
"2024","SCADA MEP","205221608","0","0","0","2","0","0","8"
"2025","SCADA ELECTRICO","113651592","0","0","0","8","0","0","0"
"2023","BMS","215579712","0","0","0","5","0","0","0"
"2022","SCADA MEP","102920584","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","3999200","192","0","2","7","0","0","2"
"2025","DACI","219277232","0","0","0","8","0","0","1"
"2023","FASI","198200368","0","0","0","10","0","0","0"
"2024","ABCS","140038856","0","0","0","5","0","0","0"
"2025","BALANZAS","45488344","0","0","0","8","0","0","2"
"2023","SEMAFOROS","232756984","0","0","0","5","0","0","0"
"2022","PAS","121280592","0","0","0","6","0","0","0"
"2024","FIDS","162352776","1960","0","6","8","0","0","0"
"2025","PIDS","31890520","0","0","0","6","0","0","0"
"2023","FIBROLASER","97170872","2576","0","60","12","0","0","0"
"2022","AGENTE LIMPIO","170293528","0","0","0","9","0","0","0"
"2024","ACS","83304536","0","0","0","13","0","0","0"
"2025","SCADA MEP","62373984","0","0","0","10","0","0","0"
"2023","SCADA ELECTRICO","139143112","0","0","0","11","0","0","0"
"2024","BMS","242078696","0","0","0","10","0","0","3"
"2025","SCADA MEP","201065336","0","0","0","10","0","0","2"
"2023","SCADA ELECTRICO","149180920","0","0","0","10","0","0","0"
"2022","DACI","23521160","0","0","0","10","0","0","0"
"2024","FASI","193861184","0","0","0","14","0","0","0"
"2025","ABCS","70065464","0","0","0","92","0","0","0"
"2023","BALANZAS","16119880","0","0","0","8","0","0","0"
"2022","SEMAFOROS","73030712","0","0","0","12","0","0","0"
"2024","PAS","138138712","0","0","0","70","0","0","0"
"2025","FIDS","168783192","0","0","0","9","0","0","0"
"2023","PIDS","231711016","0","0","0","62","0","0","0"
"2024","FIBROLASER","113696800","0","0","0","10","0","0","0"
"2025","AGENTE LIMPIO","130481856","0","0","0","58","0","0","0"
"2023","ACS","2277216","0","0","0","63","0","0","0"
"2022","SCADA MEP","221273368","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","17493688","0","0","0","65","0","0","0"
"2025","BMS","61891888","0","0","0","90","0","0","0"
"2023","SCADA MEP","184521032","0","0","0","9","0","0","0"
"2022","SCADA ELECTRICO","69069768","0","0","0","9","0","0","0"
"2024","BMS","195845760","0","0","0","92","0","0","1"
"2025","SCADA MEP","100623592","0","0","0","67","0","0","0"
"2023","SCADA ELECTRICO","62923424","0","0","0","12","0","0","0"
"2024","DACI","218417456","0","0","0","91","0","0","0"
"2025","FASI","68811936","0","5","6","95","0","0","0"
"2023","ABCS","41092288","0","0","0","8","0","0","0"
"2022","BALANZAS","43752072","0","0","0","35","0","0","2"
"2024","SEMAFOROS","224254512","0","0","0","8","0","0","0"
"2025","PAS","184823112","0","0","0","58","0","0","0"
"2023","FIDS","148600408","0","0","0","8","0","0","0"
"2022","PIDS","116950888","0","0","0","39","0","0","14"
"2024","FIDS","39962296","0","0","0","14","0","0","0"
"2025","PIDS","197284608","0","0","0","10","0","0","0"
"2023","FIBROLASER","204708584","0","0","0","37","0","0","2"
"2024","AGENTE LIMPIO","73456200","0","0","0","7","0","0","0"
"2025","ACS","45789680","0","0","0","7","0","0","7"
"2023","SCADA MEP","27273672","0","0","0","12","0","0","0"
"2022","SCADA ELECTRICO","5205416","0","0","0","12","0","0","0"
"2024","BMS","30261208","0","0","0","7","0","0","0"
"2025","SCADA MEP","3590176","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","181159832","0","0","0","6","0","0","0"
"2022","BMS","80961208","0","0","0","13","0","0","0"
"2024","SCADA MEP","178300624","0","0","0","6","0","0","0"
"2025","SCADA ELECTRICO","34199056","0","0","8","9","0","0","0"
"2023","DACI","229668232","0","0","6","60","0","0","0"
"2024","FASI","12983224","0","0","0","4","0","0","0"
"2025","ABCS","13315432","0","0","0","2","0","0","0"
"2023","BALANZAS","76612192","0","0","0","4","0","0","0"
"2022","SEMAFOROS","239904424","0","0","0","6","0","0","1"
"2024","PAS","162534416","0","0","0","6","0","0","0"
"2025","FIDS","53824400","0","0","0","12","0","0","98"
"2023","PIDS","6744448","0","0","0","6","0","0","0"
"2022","FIBROLASER","99288856","0","0","0","5","0","0","2"
"2024","AGENTE LIMPIO","217865624","0","0","0","12","0","0","0"
"2025","ACS","106166312","0","0","0","6","0","0","0"
"2023","SCADA MEP","30490456","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","187380944","0","0","0","6","0","0","0"
"2025","BMS","77153640","0","0","0","7","0","0","0"
"2023","SCADA MEP","136323504","0","0","0","6","0","0","0"
"2022","SCADA ELECTRICO","190695752","0","0","0","6","0","0","1"
"2024","DACI","218926456","0","0","0","7","0","0","0"
"2025","FASI","136903672","0","0","0","12","0","0","1"
"2023","ABCS","143867832","0","0","0","6","0","0","0"
"2022","BALANZAS","200308992","0","0","0","12","0","0","2"
"2024","SEMAFOROS","198543128","0","0","0","6","0","0","0"
"2025","PAS","200807248","0","0","0","13","0","0","0"
"2023","FIDS","20324120","0","0","0","5","0","0","6"
"2024","PIDS","99052024","0","5","0","11","0","0","2"
"2025","FIBROLASER","191140408","0","0","0","13","0","0","0"
"2023","AGENTE LIMPIO","22035584","0","2","0","5","0","0","1"
"2022","ACS","109823240","0","1","0","5","0","0","0"
"2024","SCADA MEP","194533936","0","0","0","5","0","0","5"
"2025","SCADA ELECTRICO","34816320","3848","0","17","6","0","0","2"
"2023","BMS","109618656","0","0","0","11","0","0","0"
"2022","SCADA MEP","72198280","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","227503360","0","0","0","12","0","0","0"
"2025","BMS","153646752","0","0","0","6","0","0","0"
"2023","SCADA MEP","209352568","0","0","0","10","0","0","1"
"2024","SCADA ELECTRICO","214303880","0","0","0","6","0","0","0"
"2025","DACI","83894040","0","0","0","8","0","0","0"
"2023","FASI","36840096","0","0","0","13","0","0","1"
"2022","ABCS","175022936","0","0","0","12","0","0","0"
"2024","BALANZAS","237188784","0","0","0","7","0","0","4"
"2025","SEMAFOROS","178915832","0","0","12","6","0","0","0"
"2023","PAS","169972200","0","0","0","7","0","0","0"
"2022","FIDS","59462112","0","0","0","6","0","0","0"
"2024","PIDS","160986448","0","0","0","11","0","0","0"
"2025","FIBROLASER","242765496","0","0","0","7","0","0","0"
"2023","AGENTE LIMPIO","120126760","0","0","0","8","0","0","0"
"2024","ACS","185547944","152","0","0","12","0","0","0"
"2025","SCADA MEP","5404040","0","0","6","10","0","0","0"
"2023","SCADA ELECTRICO","167243096","0","0","0","13","0","0","0"
"2022","BMS","164488936","0","0","0","11","0","0","1"
"2024","SCADA MEP","31374608","0","0","0","7","0","0","0"
"2025","SCADA ELECTRICO","97793544","0","0","0","8","0","0","15"
"2023","DACI","34609968","0","0","0","13","0","0","0"
"2022","FASI","190688376","0","0","0","8","0","0","3"
"2024","ABCS","100511832","0","0","0","7","0","0","0"
"2025","BALANZAS","141782848","0","0","0","12","0","0","0"
"2023","SEMAFOROS","219410504","0","406","0","12","0","0","2637"
"2024","PAS","78595720","0","0","0","9","0","0","26"
"2025","FIDS","64336024","0","0","0","12","0","0","0"
"2023","PIDS","79214856","0","0","0","8","0","0","1"
"2022","FIBROLASER","177773104","0","0","0","13","0","0","0"
"2024","AGENTE LIMPIO","137933296","0","0","0","12","0","0","0"
"2025","ACS","1917392","0","0","6","6","0","0","8"
"2023","SCADA MEP","207751232","0","0","0","7","0","0","2"
"2022","SCADA ELECTRICO","134176216","32","0","6","11","0","0","7"
"2024","BMS","52238640","0","1331","0","13","0","0","34"
"2025","SCADA MEP","228875808","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","211412392","0","0","0","13","0","0","0"
"2024","BMS","4070424","0","2","0","12","0","0","34"
"2025","SCADA MEP","101295456","0","0","0","6","0","0","1"
"2023","SCADA ELECTRICO","11161768","0","0","0","8","0","0","2"
"2022","DACI","106686072","0","0","6","8","0","0","0"
"2024","FASI","126601984","712","0","69","12","0","0","0"
"2025","ABCS","154689800","0","0","0","6","0","0","0"
"2023","BALANZAS","108804000","0","0","0","7","0","0","0"
"2022","SEMAFOROS","170911808","0","0","0","13","0","0","0"
"2024","PAS","153043632","0","0","0","9","0","0","0"
"2025","FIDS","104473248","0","0","0","10","0","0","0"
"2023","PIDS","233237688","0","0","76","10","16","16","0"
"2024","FIDS","179259240","0","0","0","8","0","0","0"
"2025","PIDS","103480624","0","0","0","12","0","0","0"
"2023","FIBROLASER","102441400","0","0","0","12","0","0","0"
"2022","AGENTE LIMPIO","140952808","0","0","0","8","0","0","1"
"2024","ACS","205014392","0","0","6","9","0","0","0"
"2025","SCADA MEP","57116848","0","0","2","7","0","0","0"
"2023","SCADA ELECTRICO","46766976","0","0","0","8","0","0","1"
"2022","BMS","62302192","0","0","0","8","0","0","3"
"2024","SCADA MEP","166316792","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","70915640","24","0","0","6","0","0","233"
"2023","BMS","106887320","0","0","0","11","0","0","0"
